sector,name,url
"Finance, Banking & Insurance","Directorate of Accounts & Treasuries, Assam",https://doatfinance.assam.gov.in/
"Finance, Banking & Insurance",JanSamarth-National Portal for Government Sponsored Schemes,https://www.jansamarth.in/home
"Finance, Banking & Insurance","Central Excise, Puducherry",
"Finance, Banking & Insurance",Central GST And Central Excise Ahmedabad South,
"Finance, Banking & Insurance","Department of Taxes, Nagaland",https://nagalandtax.nic.in/
"Finance, Banking & Insurance","Goods and Services Tax, Central Board of Excise and Customs (GST, CBEC)",https://cbec-gst.gov.in/
"Finance, Banking & Insurance","Central Excise, Aurangabad",
"Finance, Banking & Insurance","Debts Recovery Tribunal No 3, Chennai",
"Finance, Banking & Insurance","Integrated Financial Management and Information System (IFMIS), Telangana",https://ifmis.telangana.gov.in/
"Finance, Banking & Insurance","Air Cargo Complex, Mumbai Customs",https://accmumbai.gov.in/
"Finance, Banking & Insurance","Direct Benefit Transfer (DBT), Bihar",https://dbt.bih.nic.in/
"Finance, Banking & Insurance","Taxation Department, Meghalaya",https://meggst.gov.in/
"Finance, Banking & Insurance","Sebi COmplaints and Redress System &#40;SCORES&#41;, Securities and Exchange Board of India (SEBI)",https://scores.sebi.gov.in/
"Finance, Banking & Insurance",Public Private Partnerships in India (PPP),https://www.pppinindia.gov.in/
"Finance, Banking & Insurance",LIC Housing Finance Limited,https://www.lichousing.com/
"Finance, Banking & Insurance",Seamens Provident Fund Organisation,https://spfo.gov.in/
"Finance, Banking & Insurance",Kolkata Customs,https://www.kolkatacustoms.gov.in/
"Finance, Banking & Insurance","Customs Preventive Commissionerate, Central Board of Excise and Customs, Vijayawada",https://apcustoms.gov.in/
"Finance, Banking & Insurance","Central GST, Appeal Commissionerate, Ahmedabad, Gujarat",
"Finance, Banking & Insurance","Excise, Entertainment & Luxury Tax Department, Delhi",https://excise.delhi.gov.in/
"Finance, Banking & Insurance",Specified Undertaking of The Unit Trust of India (SUUTI),
"Finance, Banking & Insurance",Security Printing & Minting Corporation of India Limited,
"Finance, Banking & Insurance","Tirupati CGST Commissionerate, Andhra Pradesh",https://cgsttirupati.gov.in/
"Finance, Banking & Insurance","SevanaPension Direct To Home Module, Kerala",https://dbt.lsgkerala.gov.in/
"Finance, Banking & Insurance","Customs Commissionarate (Preventive), Rajasthan",https://rajasthancustoms.gov.in/
Food & Public Distribution,"eMaap, Centralized Legal Metrology System",https://emaap.gov.in/
Food & Public Distribution,Directorate of Sugar,https://dfpd.nic.in/?q=node/89
Food & Public Distribution,National Test House,https://nth.gov.in/
Food & Public Distribution,Indian Grain Storage Management and Research Institute (IGMRI),https://dfpd.nic.in/?q=node/980
Food & Public Distribution,"Maharashtra State Co-operative Sugar Factories Federation Limited, Maharashtra",
Food & Public Distribution,"Online WHO-GMP System, Food & Drug Administration, Maharashtra",https://fdawhogmp.maharashtra.gov.in/
Food & Public Distribution,"Public Distribution Scheme (PDS), Tamil Nadu",https://tnpds.gov.in/
Food & Public Distribution,National Food Security Dashboard,https://nfsa.gov.in/
Food & Public Distribution,Poshan Gyan,https://poshangyan.niti.gov.in/
Food & Public Distribution,Indian Institute of Legal Metrology,https://iilm.gov.in/
Food & Public Distribution,"Legal Metrology Organization, Maharashtra",https://legalmetrology.maharashtra.gov.in/
Food & Public Distribution,"Weights and Measures Department, Delhi",https://weightnmeasures.delhi.gov.in/
Food & Public Distribution,World Food India,https://worldfoodindia.gov.in/
Food & Public Distribution,"Directorate of Food and Drugs Administration, Goa",
Food & Public Distribution,"Division of Legal Metrology, Jharkhand",https://elegalmetrology.jharkhand.gov.in/
Food & Public Distribution,Coffee Board,https://coffeeboard.gov.in/
Food & Public Distribution,"Food and Essential Commodities Assurance & Security Target (FEAST), Tripura",https://feasttr.gov.in/
Food & Public Distribution,Warehousing Development and Regulatory Authority (WDRA),https://wdra.gov.in/
Food & Public Distribution,"State Food Commission, Himachal Pradesh",https://hpfoodcommission.nic.in/
Food & Public Distribution,"e-Uparjan, Online Procurement Monitoring System, Madhya Pradesh",https://www.mpeuparjan.nic.in/
Food & Public Distribution,"Industry Portal for Drugs Manufacturing Licence (Allopathic)-IDMLA, Gujarat",https://idmla.gujarat.gov.in/
Food & Public Distribution,Integrated Management of Public Distribution System,https://impds.nic.in/
Food & Public Distribution,"Water Resources Department, Tamil Nadu",https://www.wrd.tn.gov.in/
Food & Public Distribution,"Department of Legal Metrology (Weights & Measures), Uttar Pradesh",https://legalmetrology-up.gov.in/
Food & Public Distribution,"e-Mapan, Legal Metrology Department, Punjab",https://www.emapan.punjab.gov.in/
Food & Public Distribution,"Aadhaar enabled Public Distribution System &#40;AePDS&#41;, Haryana",https://epos.haryanafood.gov.in/
Food & Public Distribution,"National Food Security Cards, Telangana",https://epds.telangana.gov.in/
Food & Public Distribution,e-Jagriti,https://e-jagriti.gov.in/
Food & Public Distribution,Hindustan Vegetable Oils Corporation Ltd. (HVOC),https://dfpd.nic.in/?q=node/974
Food & Public Distribution,National Co-operative Consumers' Federation of India Ltd.,https://nccf-india.com/
Food & Public Distribution,Grievances for Violation of Public Procurement (PPP-MII),https://pmiig.dpiit.gov.in/
Food & Public Distribution,Bureau of Indian Standards (BIS),https://bis.gov.in/
Food & Public Distribution,"Aadhaar enabled Public Distribution System - AePDS, Tripura",https://epostr.gov.in/
Food & Public Distribution,"Aadhaar enabled Public Distribution System - AePDS, Andhra Pradesh",https://aepos.ap.gov.in/
Food & Public Distribution,Food Corporation of India,https://fci.gov.in/
Food & Public Distribution,Investor's Portal,https://www.foodprocessingindia.gov.in/
Food & Public Distribution,"Public Distribution System Portal, Lakshadweep",https://pds.utl.gov.in/
Food & Public Distribution,Directorate of Sugar and Edible Oils,https://dfpd.nic.in/?q=node/131
Food & Public Distribution,"Civil Supplies and Consumer Protection Department, Tamil Nadu",https://consumer.tn.gov.in/
Food & Public Distribution,"Food Supplies and Consumer Affairs Department, Delhi",https://fsd.delhi.gov.in/
Food & Public Distribution,Edaakhil-Consumer Commission Online Application Portal for Online Consumer Complaint Filing,https://edaakhil.nic.in/edaakhil
Food & Public Distribution,"Paddy Procurement System, Andhra Pradesh",https://www.paddyprocurement.ap.gov.in/
Food & Public Distribution,"Department of Food Civil Supplies & Consumer Affairs , Jammu and Kashmir",https://capdkashmir.nic.in/
Food & Public Distribution,"Tamilnadu Civil Supplies Corporation, Tamil Nadu",https://www.tncsc.tn.gov.in/
Food & Public Distribution,"Aadhaar enabled Public Distribution System (AePDS), Maharashtra",https://mahaepos.gov.in/
Food & Public Distribution,Food Safety and Compliance System,https://foscos.fssai.gov.in/consumergrievance
Food & Public Distribution,"Food & Supplies and Consumer Affairs & Legal Metrology Department, Chandigarh",https://chdfood.gov.in/
Food & Public Distribution,National Consumer Disputes Redressal Commission (NCDRC),https://ncdrc.nic.in/
Food & Public Distribution,Quality Control Cells (QCC),https://dfpd.nic.in/?q=node/981
Food & Public Distribution,"Food, Civil Supplies and Consumer Affairs Department, Sikkim",https://sikkimfcs.sikkim.gov.in/
Food & Public Distribution,"Vaidhmapan, Legal Metrology Department, Maharashtra",https://www.vaidhmapan.maharashtra.gov.in/
Food & Public Distribution,"Public Distribution System, Assam",https://pds.assam.gov.in/
Food & Public Distribution,Bihar State Consumer Disputes Redressal Commission (BSCDRC),
Food & Public Distribution,Legal Metrology,https://lm.doca.gov.in/
Food & Public Distribution,"Food Civil Supplies & Consumer Affairs Department, Ladakh",https://ladakh.nic.in/food-civil-supplies-consumer-affairs
Food & Public Distribution,"Madhya Pradesh Warehousing and Logistics Corporation, Madhya Pradesh",https://www.mpwarehousing.mp.gov.in/
Food & Public Distribution,Right to Repair Portal India,https://righttorepairindia.gov.in/
Food & Public Distribution,Central Grain Analysis Laboratory (CGAL),https://dfpd.nic.in/?q=node/979
Food & Public Distribution,"National Food Security Program, Jammu and Kashmir",https://feastjk.gov.in/
Food & Public Distribution,"Aadhaar enabled Public Distribution System - AePDS, Kerala",https://epos.kerala.gov.in/
Food & Public Distribution,"Mizoram Food And Allied Industries Corporation Limited (MIFCO), Mizoram",https://mifco.mizoram.gov.in/
Food & Public Distribution,"Food, Civil Supplies and Consumer Affairs Department, Assam",https://fcsca.assam.gov.in/
Food & Public Distribution,"Retail Price Survey, Odisha",https://cpiodisha.nic.in/
Food & Public Distribution,e-PDS Portal of India,https://epds.nic.in/
Food & Public Distribution,"e-Mapan, Legal Metrology Department, Karnataka",https://emapan.karnataka.gov.in/
Food & Public Distribution,"Directorate of Food and Civil Supplies, Gujarat",https://www.dcs-dof.gujarat.gov.in/
Food & Public Distribution,Portal for Grievances Against Misleading Advertisements (GAMA),https://consumeraffairs.nic.in/consumerinformation/grievance-against-misleading-advertisements-gama
Food & Public Distribution,E-Daakhil Portal,https://edaakhil.nic.in/
Food & Public Distribution,"iPDS Portal, Public Distribution System, Gujarat",https://ipds.gujarat.gov.in/
Food & Public Distribution,Delhi State Civil Supplies Corporation Limited (DSCSC),https://dscsc.delhi.gov.in/
Food & Public Distribution,National Sugar Institute,https://nsi.gov.in/
Food & Public Distribution,"Controller of Rationing & Director of Civil Supplies, Mumbai, Maharashtra",https://controllerofrationing-mumbai.gov.in/
Food & Public Distribution,"Legal Metrology Department, Andhra Pradesh",https://aplm.gov.in/
Food & Public Distribution,"National Food Security Program, Meghalaya",https://megfeast.gov.in/
Food & Public Distribution,Central Warehousing Corporation (CWC),https://cewacor.nic.in/
Food & Public Distribution,"MP State Civil Supplies Corporation Ltd., Madhya Pradesh",https://mpscsc.mp.gov.in/
Food & Public Distribution,"Department of Food, Civil Supplies & Consumer Affairs, Jammu & Kashmir",https://jkfcsca.gov.in/
Forestry & Wildlife,"Forest Management Information System, Chhattisgarh",
Forestry & Wildlife,"Gujarat Ecological Education and Research (GEER) Foundation, Gujarat",https://geerfoundation.gujarat.gov.in/
Forestry & Wildlife,"Forest and Wild Life Department, Puducherry",https://py.gov.in/forestry-wild-life
Forestry & Wildlife,"Arid Forest Research Institute, Madhya Pradesh",https://afri.icfre.gov.in/
Forestry & Wildlife,Institute of Forest Genetics and Tree Breeding (IFGTB),https://ifgtb.icfre.gov.in/
Forestry & Wildlife,Central Zoo Authority (CZA),https://cza.nic.in/
Forestry & Wildlife,"Indian Council of Forestry Research and Education (ICFRE), Dehradun",https://icfre.gov.in/
Forestry & Wildlife,Indian Forest Service (IFS),https://ifs.nic.in/
Forestry & Wildlife,Directorate of Forest Education Dehradun,
Forestry & Wildlife,Forest Survey of India (FSI),https://fsi.nic.in/
Forestry & Wildlife,Indira Gandhi National Forest Academy (IGNFA),https://www.ignfa.gov.in/
Forestry & Wildlife,"Rajaji Tiger Reserve, Uttarakhand",https://rajajitigerreserve.uk.gov.in/Index.aspx
Forestry & Wildlife,"Chief Conservator of Forest (Territorial), Amravati, Maharashtra",
Forestry & Wildlife,"EIACP HUB: Jharkhand Status of Environment and Related Issues, Jharkhand",https://jharenvis.nic.in/
Forestry & Wildlife,"Mohendra Chaudhry Zoological Park, Chhatbir, Punjab",
Forestry & Wildlife,Wildlife Crime Control Bureau,
Forestry & Wildlife,"Uttar Pradesh Forest Corporation, Uttar Pradesh",https://www.upforestcorporation.co.in/
Forestry & Wildlife,Himalayan Forest Research Institute,https://hfri.icfre.gov.in/
Forestry & Wildlife,"Similipal Tiger Reserve, Odisha",
Forestry & Wildlife,"Tripura JICA Project - Sustainable Catchment Forest Management (SCATFORM), Tripura",https://jica.tripura.gov.in/
Forestry & Wildlife,"Gujarat Ecology Commission (GEC), Gujarat",https://gec.gujarat.gov.in/
Forestry & Wildlife,"Forest Department, Maharashtra",https://mahaforest.gov.in/
Forestry & Wildlife,"National Zoological Park, Delhi",https://nzpnewdelhi.gov.in/
Forestry & Wildlife,"Tribal Research and Training Institute, Maharashtra",https://trti.maharashtra.gov.in/
Forestry & Wildlife,"Melghat Tiger Reserve - Amaravati, Maharashtra",https://www.magicalmelghat.in/
Forestry & Wildlife,"Uttaranchal Forest Development Corporation (UAFDC), Uttarakhand",
Forestry & Wildlife,"ICFRE-Forest Research Institute (FRI), Dehradun",
Forestry & Wildlife,"National Tiger Conservation Authority (NTCA), New Delhi",https://ntca.gov.in/
Forestry & Wildlife,"Forest Development Agency, West Bengal",
Forestry & Wildlife,"Tigernet, a directory of tigers and other wildlife mortality, National Tiger Conservation Authority",
Forestry & Wildlife,"Kerala Forest Research Institute (KFRI), Kerala",https://www.kfri.res.in/
Forestry & Wildlife,"ICFRE - Tropical Forest Research Institute, Jabalpur, Madhya Pradesh",https://tfri.icfre.gov.in/
Governance & Administration,"Hamara Samvidhan, Hamara Swabhiman",https://constitution75.com/
Governance & Administration,"e-Gazette, Karnataka",https://gazette.kar.nic.in/
Governance & Administration,Dudu,https://dudu.rajasthan.gov.in/
Governance & Administration,"West Bengal Minorities Development and Finance Corporation, West Bengal",https://www.wbmdfc.org/
Governance & Administration,Pakur,https://pakur.nic.in/
Governance & Administration,"Hoshiarpur Police, Punjab",https://hoshiarpur.punjabpolice.gov.in/
Governance & Administration,Amravati Municipal Corporation,https://amravaticorporation.in/
Governance & Administration,Chhatrapati Sambhajinagar Municipal Corporation,https://www.aurangabadmahapalika.org/
Governance & Administration,Kotputli-Behror,https://kotputlibehror.rajasthan.gov.in/
Governance & Administration,"eProcurement System, Rajasthan",https://eproc.rajasthan.gov.in/
Governance & Administration,Hnahthial,
Governance & Administration,Karnal Municipal Corporation,https://mckarnal.in/
Governance & Administration,Padma Awards,https://www.padmaawards.gov.in/
Governance & Administration,"e-Tender, Mizoram",https://tender.mizoram.gov.in/
Governance & Administration,"Arunachal-eSamikSha, Arunachal Pradesh",https://esamiksha.arunachal.gov.in/
Governance & Administration,"Gazettes, Sikkim",https://www.sikkim.gov.in/mygovernment/gazettes
Governance & Administration,eOffice Portal,https://services.eoffice.gov.in/
Governance & Administration,"Bhopal Division, Madhya Pradesh",https://bhopaldivisionmp.nic.in/
Governance & Administration,Hojai,https://hojai.assam.gov.in/
Governance & Administration,"MEE BHOOMI - Public Portal of Land Records, Andhra Pradesh",https://meebhoomi.ap.gov.in/
Governance & Administration,"National Generic Document Registration System, Meghalaya",
Governance & Administration,"Directorate of State Gazetteers, Maharashtra",
Governance & Administration,"Rupnagar Police, Punjab",https://rupnagar.punjabpolice.gov.in/
Governance & Administration,Central Pension Accounting Office (CPAO),https://cpao.nic.in/
Governance & Administration,Indian Government Tenders Information System,https://eprocure.gov.in/
Governance & Administration,"Land Records Management System, Lakshadweep",https://land.utl.gov.in/
Governance & Administration,Controller General Of Communication Accounts (CGCA),https://www.cgca.gov.in/
Governance & Administration,"East Lungdar Rural Development Block, Mizoram",
Governance & Administration,Non-Lapsable Central Pool of Resource (NLCPR),https://nlcpr.mdoner.gov.in/
Governance & Administration,Directorate of Municipal Administration,https://goaulbservice.gov.in/
Governance & Administration,"e-Panjiyan, Property Registration and Land Records Integration, Rajasthan",https://epanjiyan.rajasthan.gov.in/
Governance & Administration,"Registrations Department, Ladakh",https://ngdrs.ladakh.gov.in/
Governance & Administration,"Fazilka Police, Punjab",https://fazilka.punjabpolice.gov.in/
Governance & Administration,"Right to Information Online Portal, Assam",https://rtionline.assam.gov.in/
Governance & Administration,"Manav Sampada - Human Resource Management System for Jharkhand Government Employees, Jharkhand",https://hrms.jharkhand.gov.in/
Governance & Administration,"Local Self Government Department, Kerala",https://tender.lsgkerala.gov.in/
Governance & Administration,"Kerala News - I & PRD Portal, Kerala",https://keralanews.gov.in/
Governance & Administration,"Chief Secretary Office, Haryana",https://csharyana.gov.in/
Governance & Administration,"Open Government Data Portal, Odisha",https://odisha.data.gov.in/
Governance & Administration,Bangalore Water Supply and Sewerage Board,https://bwsajala.karnataka.gov.in/
Governance & Administration,"Directorate of Archives, Assam",https://archives.assam.gov.in/
Governance & Administration,e-Prosecution,https://eprosecution.gov.in/
Governance & Administration,"Season & Crop Report Tamilnadu, Tamil Nadu",
Governance & Administration,"e-Challan, Chhattisgarh",https://echallan.cg.nic.in/
Governance & Administration,"Grievances Redressal Portal, Maharashtra",https://grievances.maharashtra.gov.in/
Governance & Administration,Call Before u Dig,https://cbud.gov.in/
Governance & Administration,"Fatehgarh Sahib Police, Punjab",https://fatehgarhsahib.punjabpolice.gov.in/
Governance & Administration,"e-District Project, Andaman & Nicobar Administration",https://edistrict.andaman.gov.in/
Governance & Administration,"Directorate of Small Savings and Lotteries, Goa",https://statelotteries.goa.gov.in/
Governance & Administration,"State Vigilance & Anti Corruption Bureau, Himachal Pradesh",https://hpsvacb.hp.gov.in/
Governance & Administration,"Sangrur Police, Punjab",https://sangrur.punjabpolice.gov.in/
Governance & Administration,"Kerala House & Office Of The Resident Commissioner in New Delhi, Kerala",https://keralahouse.kerala.gov.in/
Governance & Administration,"Kerala Water Authority, Kerala",https://kwa.kerala.gov.in/
Governance & Administration,"Commissioner, Gwalior Division, Madhya Pradesh",https://gwaliordivisionmp.nic.in/
Governance & Administration,Anakapalli,https://anakapalli.ap.gov.in/
Governance & Administration,"Directorate of Census Operations, Karnataka",https://karnataka.census.gov.in/
Governance & Administration,Official Portal of Gujarat Government,https://gujaratindia.gov.in/
Governance & Administration,"Vasantrao Naik Sheti Swavlamban Mission (VNSSM), Amravati, Maharashtra",https://vnss-mission.gov.in/
Governance & Administration,"Directorate of Land Records, Assam",https://dlrs.assam.gov.in/
Governance & Administration,Andhra Pradesh Human Resource Development Institute (APHRDI),https://www.aphrdi.ap.gov.in/
Governance & Administration,Sambalpur Municipal Corporation,https://smcsambalpur.nic.in/
Governance & Administration,"Directorate of Economics & Statistics, Tripura",https://ecostat.tripura.gov.in/
Governance & Administration,Aspirational Blocks Programme,https://abp.championsofchange.gov.in/
Governance & Administration,"Election Buddy, Rajasthan",
Governance & Administration,Didwana-Kuchaman,
Governance & Administration,Gangapurcity,https://gangapurcity.rajasthan.gov.in/
Governance & Administration,Chandrapur Municipal Corporation,https://www.cmcchandrapur.com/
Governance & Administration,Delhi Disaster Management Authority,https://ddma.delhi.gov.in/
Governance & Administration,"Directorate of Land Requisition Acquisition & Reforms, Assam",https://dlrar.assam.gov.in/
Governance & Administration,MyScheme,
Governance & Administration,"Haryana Marriage Registration, Haryana",https://shaadi.edisha.gov.in/
Governance & Administration,Bihar Public Grievance Redressal System,https://lokshikayat.bihar.gov.in/
Governance & Administration,"Directorate of Printing and Stationery, Assam",https://dpns.assam.gov.in/
Governance & Administration,Bhubaneswar Municipal Corporation,https://www.bmc.gov.in/
Governance & Administration,"Minicoy Island, Lakshadweep",https://minicoy.utl.gov.in/
Governance & Administration,ServicePlus - Integrated eService Delivery Framework of NIC,https://serviceonline.gov.in/
Governance & Administration,Korba,https://korba.gov.in/
Governance & Administration,Quiz (MyGov),https://quiz.mygov.in/
Governance & Administration,Bajali,https://bajali.assam.gov.in/
Governance & Administration,Rashtrapati Bhavan,https://rashtrapatibhavan.gov.in/
Governance & Administration,Office of the Registrar General and Census Commissioner,https://censusindia.gov.in/
Governance & Administration,Central Public Works Department - eTenders,https://etender.cpwd.gov.in/
Governance & Administration,"Shri Badarinath Kedarnath Temple Committee, Uttarakhand",https://badrinath-kedarnath.gov.in/
Governance & Administration,National Institution for Transforming India for States Portal,https://www.nitiforstates.gov.in/
Governance & Administration,Grievance Appellate Committee,https://gac.gov.in/
Governance & Administration,Niuland,
Governance & Administration,"Pension Portal and Cyber Treasury Portal, Gujarat",https://cybertreasury.gujarat.gov.in/
Governance & Administration,Phagwara Municipal Corporation,https://mcphagwara.in/
Governance & Administration,Tseminyu,https://tseminyu.nic.in/
Governance & Administration,"Legislative Assembly, West Bengal",
Governance & Administration,"Bharuch District Panchayat, Gujarat",https://bharuchdp.gujarat.gov.in/
Governance & Administration,"eDistrict Portal, Odisha",https://edistrict.odisha.gov.in/
Governance & Administration,"Public Works Department, Punjab",https://pwdpunjab.gov.in/
Governance & Administration,"Right to Information (RTI) Jaankari Facilitation Centre, Bihar",https://jaankari.bihar.gov.in/
Governance & Administration,"Lokayukt Organisation, Madhya Pradesh",https://mplokayukt.nic.in/
Governance & Administration,"eDistrict - Services, Kerala",https://edistrict.kerala.gov.in/
Governance & Administration,"Enviornmental Information System, Medicinal Plants in India",
Governance & Administration,South 24 Parganas,https://s24pgs.gov.in/
Governance & Administration,"Right to Information Online (RTI), Maharashtra",https://rtionline.maharashtra.gov.in/
Governance & Administration,Itanagar Municipal Corporation,https://www.imc.arunachal.gov.in/
Governance & Administration,Dharamshala Municipal Corporation,https://edharamshala.in/
Governance & Administration,Shahid Bhagat Singh Nagar,https://nawanshahr.nic.in/
Governance & Administration,"Tamil Nadu Geographical Information System, Tamil Nadu",
Governance & Administration,Official Portal of Goa Government,https://www.goa.gov.in/
Governance & Administration,Udaipur Municipal Corporation,https://www.udaipurmc.org/
Governance & Administration,Survey of India Maps,https://onlinemaps.surveyofindia.gov.in/FreeMapSpecification.aspx
Governance & Administration,e - Sankhyiki Portal,https://esankhyiki.mospi.gov.in/
Governance & Administration,Salumbar,https://salumber.rajasthan.gov.in/
Governance & Administration,"Public Service Commission, Himachal Pradesh",https://hppsconline.hp.gov.in/HPPSC/ApplicantRegistration/Home/Login
Governance & Administration,eAuction India,https://eauction.gov.in/eauction
Governance & Administration,Corporation of the city of Panji,https://ccpgoa.com/
Governance & Administration,Read The Preamble to the Constitution,https://readpreamble.nic.in/
Governance & Administration,Shimla Municipal Corporation,https://shimlamc.hp.gov.in/
Governance & Administration,Eastern West Khasi Hills,
Governance & Administration,"e-UNNAT UNified INtegrated Accessible, Transparent, Jammu and Kashmir",https://eunnat.jk.gov.in/pages/Home.aspx
Governance & Administration,"Eprastuti, Assam",https://eprastuti.assam.gov.in/
Governance & Administration,National Institute for Geo-Informatics Science and Technology and Mapping (NIGST),https://iism.nic.in/
Governance & Administration,Yamunanagar Municipal Corporation,https://www.mcynr.com/
Governance & Administration,"Antyodaya SARAL Portal, Haryana",https://saralharyana.gov.in/
Governance & Administration,"Online GPF Information System, Nagaland",
Governance & Administration,"e-Gazette, Odisha",https://www.egazetteodisha.nic.in/
Governance & Administration,"eNiwas - Quarter Allotment Management System, Bihar",https://eniwas.bih.nic.in/
Governance & Administration,"Serampore Municipality, West Bengal",
Governance & Administration,"Planning Division, General Administration Department, Gujarat",https://planning.gujarat.gov.in/
Governance & Administration,"Digital India Land Records Modernization Programme (DILRMP), Tripura",https://jami.tripura.gov.in/
Governance & Administration,Postage Stamps,https://postagestamps.gov.in/
Governance & Administration,"Odisha e-Gazette, Odisha",https://egazette.odisha.gov.in/
Governance & Administration,Services Portal of Common Services Centers (CSC) Scheme,https://register.csc.gov.in/
Governance & Administration,"ePension of Teachers & Non-Teaching Staff of Grant-in-Aid Colleges Under Administrative Control of Department of Higher Education, West Bengal",https://epension.wbhed.gov.in/
Governance & Administration,"E-Panjeeyan - Online Property Registration Portal by Department of Registration, Chhattisgarh",https://epanjeeyan.cg.gov.in/
Governance & Administration,"CM Grievances Redressal & Monitoring System, Haryana",https://cmharyanacell.nic.in/
Governance & Administration,Berhampur Municipal Corporation,https://www.berhampur.gov.in/
Governance & Administration,"Meerut Nagar Nigam, Uttar Pradesh",
Governance & Administration,"Personnel Information and Management System, Central Public Works Department, Delhi",https://cpwdpims.nic.in/
Governance & Administration,"Minister for Information Public Relations Department, Kerala",https://prd.kerala.gov.in/council-of-ministers
Governance & Administration,"Khasi Hills Autonomous District Council (KHADC), Meghalaya",https://khadc.nic.in/
Governance & Administration,"BhuNaksha (Indian Cadastral Mapping Solution), Uttar Pradesh",https://upbhunaksha.gov.in/
Governance & Administration,"Koshi Division, Saharsa, Bihar",https://kosidivision.bih.nic.in/
Governance & Administration,Ananthapuramu,https://ananthapuramu.ap.gov.in/
Governance & Administration,"Anti Corruption Bureau, Mizoram",https://acb.mizoram.gov.in/
Governance & Administration,"Directorate of Census Operation, Madhya Pradesh",https://mp.census.gov.in/
Governance & Administration,"Bhulekh - Land Records Computerization, Board of Revenue, Uttar Pradesh",https://upbhulekh.gov.in/
Governance & Administration,"Municipal College, Rourkela, Odisha",https://www.municipalcollegerkl.com/
Governance & Administration,"Registrar General of Marriages, West Bengal",https://rgmwb.gov.in/
Governance & Administration,"Digital Uttarakhand Service Portal, Uttarakhand",https://digital.uk.gov.in/
Governance & Administration,"Sewa Itihas (Service History Management) Portal, Bihar",https://sewa-itihas.bih.nic.in/
Governance & Administration,"Amritsar Rural Police, Punjab",https://amritsarrural.punjabpolice.gov.in/
Governance & Administration,"Legislative Assembly, Manipur",https://www.assembly.mn.gov.in/
Governance & Administration,"Samagra Portal - Samagra Social Security Mission, Madhya Pradesh",https://samagra.gov.in/
Governance & Administration,"Online Mutation, Department of Revenue and Land Reforms, Bihar",https://biharbhumi.bihar.gov.in/
Governance & Administration,"Ground Water Department, Kerala",https://groundwater.kerala.gov.in/
Governance & Administration,"National Generic Document Registration System, Punjab",https://igrpunjab.gov.in/
Governance & Administration,Hyderabad Metropolitan Water Supply and Sewerage Board,
Governance & Administration,"General Administration Department, Jammu and Kashmir",https://jkgad.nic.in/
Governance & Administration,"Divisional Commissioner, Konkan, Maharashtra",https://divcomkonkan.in/
Governance & Administration,"Integrated Election Expenditure Monitoring System, Election Commision",https://iems.eci.gov.in/
Governance & Administration,"Sindhudurg Police, Maharashtra",https://sindhudurgpolice.gov.in/
Governance & Administration,e-Quasi Judicial Courts Information System,https://eqjcourts.gov.in/
Governance & Administration,"Collectorate - District Vadodara, Gujarat",https://collectorvadodara.gujarat.gov.in/
Governance & Administration,"Regional Commissioner Office Mysore, Karnataka",https://rcmysore.gov.in/
Governance & Administration,Batala Municipal Corporation,https://mcbatala.co.in/
Governance & Administration,"Districts Portal, Madhya Pradesh",https://mpdistricts.nic.in/
Governance & Administration,Emergency Response Support System with a Single Emergency Number 112,https://112.gov.in/
Governance & Administration,Bihar Prashasnik Sudhar Mission Society,https://bpsm.bihar.gov.in/
Governance & Administration,Khawzawl,
Governance & Administration,Andhra Pradesh Legislative,https://www.aplegislature.org/
Governance & Administration,"3rd Battalion, Haryana Armed Police Hisar, Haryana",https://hap3rdbn.haryanapolice.gov.in/
Governance & Administration,"Divisional Commissioner, Darbhanga Division, Bihar",https://darbhangadivision.bih.nic.in/
Governance & Administration,"e-Commerce Portal of Government Publications, Odisha",
Governance & Administration,Baran,https://baran.rajasthan.gov.in/
Governance & Administration,"Office of the Divisional Commissioner, Meerut Division, Uttar Pradesh",https://meerutdivision.nic.in/
Governance & Administration,Kamrup Metro,https://kamrupmetro.assam.gov.in/
Governance & Administration,"Right to Information, Delhi",https://rtionline.delhi.gov.in/
Governance & Administration,"e-Procurement System, UT of Dadra and Nagar Haveli and Daman and Diu",https://dnhtenders.gov.in/
Governance & Administration,"Online House Allotment Management System, Himachal Pradesh",https://himkosh.hp.nic.in/halomis
Governance & Administration,Prime Ministers Award for Excellence in Public Administration,https://pmawards.gov.in/
Governance & Administration,"Stationery Department, Kerala",https://terms.kerala.gov.in/
Governance & Administration,"Divisional Commissioner Hisar, Haryana",https://commhsr.haryana.gov.in/
Governance & Administration,SDG India Dashboard,https://sdgindiaindex.niti.gov.in/
Governance & Administration,Eluru,https://eluru.ap.gov.in/
Governance & Administration,National Portal of Map Services powered by Bharatmaps GIS Platform,https://mapservice.gov.in/
Governance & Administration,Mathura,https://mathura.nic.in/
Governance & Administration,Pakyong,
Governance & Administration,Annamayya,https://annamayya.ap.gov.in/
Governance & Administration,"Integrated Human Resource Management System, Punjab",https://hrms.punjab.gov.in/
Governance & Administration,"Odisha Right To Public Services Act, Odisha",https://ortpsa.odisha.gov.in/
Governance & Administration,"Andhra Pradesh Social Welfare Residential Educational Institutions Society, Recruitment Processing System",
Governance & Administration,e-Aadhaar Portal by UIDAI,https://eaadhaar.uidai.gov.in/
